entity,question,answer1,answer2,answer3,answer4,correctAnswer,reference,category
IIASA,What is the tipping point in climate science?,The point at which renewable energy becomes cheaper than fossil fuels,The moment when global temperatures reach 2°C above pre-industrial levels,A critical threshold where a small change can lead to significant and irreversible climate impacts,The time when all ice caps have melted,3,"Lenton, T. M., Held, H., Kriegler, E., Hall, J. W., Lucht, W., Rahmstorf, S., & Schellnhuber, H. J. (2008). Tipping elements in the Earth's climate system. Proceedings of the national Academy of Sciences, 105(6), 1786-1793.",Climate change fundamentals
IIASA,What is the primary effect of climate change on polar bears?,Increased food availability,Loss of sea ice habitat,Enhanced breeding grounds,Improved health conditions,2,"Stern, H. L., & Laidre, K. L. (2016). Sea-ice indicators of polar bear habitat. The Cryosphere, 10(5), 2027-2041.",Climate change fundamentals
IIASA,Which of the following is a consequence of reduced Arctic sea ice?,"Increased absorption of solar radiation, leading to further warming",Decreased global temperatures,Stabilization of global climate patterns,Enhanced marine biodiversity,1,"https://climate.copernicus.eu/climate-indicators/sea-ice#:~:text=For%20example%2C%20a%20reduction%20in,to%20further%20sea%20ice%20loss.",Climate change fundamentals
IIASA,Which of the following is a key indicator of climate change?,Decreased global temperatures,Increased ozone layer thickness,Reduced volcanic activity,Rising global sea levels,4,https://sealevel.nasa.gov/understanding-sea-level/key-indicators/global-mean-sea-level/,Climate change fundamentals
IIASA,What is the primary purpose of carbon pricing mechanisms?,To regulate water usage,To internalize the environmental cost of carbon emissions,To subsidize fossil fuel industries,To fund space exploration,2,"https://carbonpricingdashboard.worldbank.org/what-carbon-pricing#:~:text=Carbon%20pricing%20is%20an%20instrument,to%20their%20sources%20through%20a",Climate change fundamentals
IIASA,Which of the following is a potential impact of climate change on freshwater resources?,Increased freshwater availability in all regions,Complete elimination of freshwater ecosystems,Altered precipitation patterns leading to droughts and floods,Reduced need for water conservation,3,"Pizzorni, M., Innocenti, A., & Tollin, N. (2024). Droughts and floods in a changing climate and implications for multi-hazard urban planning: A review. City and Environment Interactions, 100169.",Climate change fundamentals
IIASA,What is the main function of the Green Climate Fund?,To regulate carbon markets,To assist developing countries in adapting to and mitigating climate change,To fund fossil fuel projects,To research climate science,2,"https://www.greenclimate.fund/about#:~:text=GCF%20is%20mandated%20to%20invest,LDCs%2C%20and%20African%20States).",Climate change fundamentals
IIASA,What is climate sensitivity?,The degree to which global temperatures respond to changes in atmospheric CO? concentrations,The sensitivity of weather patterns to ocean currents,The sensitivity of plants to temperature changes,The responsiveness of governments to climate policies,1,"https://www.metoffice.gov.uk/research/climate/understanding-climate/climate-sensitivity-explained#:~:text=Climate%20sensitivity%20is%20typically%20defined,be%20at%20roughly%20520%20ppm.",Climate change fundamentals
IIASA,What is the main driver behind the increased frequency of wildfires globally?,Increased rainfall,Decreased forest density,Increased urbanization,Rising temperatures and prolonged droughts due to climate change,4,https://www.noaa.gov/noaa-wildfire/wildfire-climate-connection,Climate change fundamentals
IIASA,What is the tragedy of the commons in the context of climate change?,Natural disasters affecting common lands,Overuse and depletion of shared resources due to individual self-interest,The loss of common cultural practices,Tragic events caused by climate impacts,2,"Thompson Jr, B. H. (2000). Tragically difficult: the obstacles to governing the commons. Envtl. L., 30, 241.",Climate change fundamentals
IIASA,Which region is most vulnerable to the impacts of sea-level rise?,Small island nations and coastal cities,Mountainous regions,Desert areas,Inland agricultural zones,1,"Mycoo, M. A. (2018). Beyond 1.5 C: vulnerabilities and adaptation strategies for Caribbean Small Island developing states. Regional environmental change, 18(8), 2341-2353.",Climate change fundamentals
IIASA,Which of the following is an example of circular economy practice?,Single-use plastic production,Recycling materials to create new products,Expanding landfills for waste disposal,Increasing consumer consumption of disposable goods,2,"https://www.europarl.europa.eu/topics/en/article/20151201STO05603/circular-economy-definition-importance-and-benefits#:~:text=The%20circular%20economy%20is%20a,reducing%20waste%20to%20a%20minimum.",Climate change fundamentals
IIASA,What is climate adaptation?,Reducing greenhouse gas emissions,Ignoring climate change effects,Adjusting practices and systems to minimize harm from climate impacts,Increasing carbon emissions to build resilience,3,"https://unfccc.int/topics/adaptation-and-resilience/the-big-picture/introduction#:~:text=Adaptation%20refers%20to%20adjustments%20in,opportunities%20associated%20with%20climate%20change.",Climate change fundamentals
IIASA,What is green infrastructure?,Using only green-colored materials in construction,Building more highways,Increasing industrial production,Implementing natural systems like parks and green roofs to manage climate impacts,4,"https://environment.ec.europa.eu/topics/nature-and-biodiversity/green-infrastructure_en#:~:text=Well-designed%20urban%20green%20spaces,well-being%20of%20urban%20residents.",Climate change fundamentals
IIASA,What role do early warning systems play in climate adaptation?,They provide timely information to prepare for and respond to extreme weather events,They eliminate the need for disaster response,They predict economic growth,They control weather patterns,1,"https://wmo.int/topics/early-warning-system#:~:text=Early%20warning%20systems%20are%20put,assets%20of%20people%20at%20risk.",Climate change fundamentals
IIASA,Which of the following is an example of community-based climate adaptation?,Implementing top-down policies without local input,Engaging local communities in developing and implementing adaptation strategies,Ignoring traditional knowledge in planning,Centralizing decision-making in government agencies,2,"Ayers, J., & Forsyth, T. (2009). Community-based adaptation to climate change. Environment: science and policy for sustainable development, 51(4), 22-31.",Climate change fundamentals
IIASA,Which of the following best describes climate feedback mechanisms?,Processes that have no impact on the climate system,Processes that can either amplify or diminish the effects of climate forcings,Human policies aimed at mitigating climate change,Technological advancements to reduce emissions,2,"https://climate.nasa.gov/nasa_science/science/#:~:text=Climate%20feedbacks%3A%20processes%20that%20can,is%20a%20""negative%20feedback.""",Climate change fundamentals
IIASA,What role do wetlands play in climate regulation?,They release large amounts of methane into the atmosphere,They have no significant impact on climate,They act as carbon sinks and help in regulating water cycles,They primarily contribute to ozone depletion,3,"https://bwsr.state.mn.us/carbon-sequestration-wetlands#:~:text=All%20wetlands%20sequester%20carbon%20from,instances%2C%20over%20thousands%20of%20years.",Climate change fundamentals
IIASA,What is climate modeling?,Designing fashionable clothing for different climates,Creating physical models of the Earth’s atmosphere,Developing economic models for climate policy,Using mathematical models to simulate and predict climate systems and changes,4,"https://www.sciencedirect.com/topics/earth-and-planetary-sciences/climate-modeling#:~:text=Climate%20Modeling%20refers%20to%20the,circulation%2C%20temperature%2C%20and%20precipitation.",Climate change fundamentals
IIASA,What is the role of traditional knowledge in climate adaptation?,It is irrelevant to modern adaptation strategies,It provides valuable insights and practices for managing climate impacts,It hinders the implementation of scientific solutions,It only applies to indigenous communities without broader relevance,2,"https://climatepromise.undp.org/news-and-stories/indigenous-knowledge-crucial-fight-against-climate-change-heres-why#:~:text=Many%20Indigenous%20traditional%20practices%20offer,the%20rest%20of%20the%20world.",Climate change fundamentals
IIASA,What is cool roofing?,Applying reflective materials to roofs to reduce heat absorption and lower building temperatures,Using dark-colored materials to absorb heat,Installing thick insulation to retain heat,Painting roofs in vibrant colors for aesthetic purposes,1,"https://www.energy.gov/energysaver/cool-roofs#:~:text=A%20cool%20roof%20is%20designed,a%20sunny%20summer%20afternoon%2C%20sun.",Climate change fundamentals
IIASA,What is urban greening and how does it aid climate adaptation?,Painting buildings green for aesthetic purposes,Replacing all concrete with grass,Planting trees and creating green spaces in urban areas to mitigate heat and manage stormwater,Encouraging urban residents to adopt plant-based diets,3,"Paudel, S., & States, S. L. (2023). Urban green spaces and sustainability: Exploring the ecosystem services and disservices of grassy lawns versus floral meadows. Urban Forestry & Urban Greening, 84, 127932.",Climate change fundamentals
IIASA,How does rainwater harvesting contribute to climate adaptation?,By increasing dependence on groundwater,By diverting water away from agricultural lands,By increasing runoff during heavy rains,By collecting and storing rainwater for use during dry periods,4,https://unfccc.int/climate-action/momentum-for-change/activity-database/rainwater-harvesting-system-to-reduce-climate-change-vulnerability,Climate change fundamentals
IIASA,By how much has the global average temperature increased since the pre-industrial era (1850-1900)?,1.3°C,0.5°C,2.0°C,1.8°C,1,https://climate.copernicus.eu/climate-indicators/temperature,Climate change fundamentals
IIASA,"As of 2023, what percentage of the world's electricity was generated from renewable energy sources?",25%,30%,40%,15%,2,"https://ourworldindata.org/data-insights/renewable-electricity-2023#:~:text=As%20the%20chart%20shows%2C%20renewables,severe%20droughts%2C%20especially%20in%20China.",Climate change fundamentals
IIASA,What is the estimated climate change damage cost per hour in USD?,$500,$150000,$16 million,$5 million,3,https://www.weforum.org/agenda/2023/10/climate-loss-and-damage-cost-16-million-per-hour/,Climate change fundamentals
IIASA,By what percentage has the global coverage of coral reef declined since 1950?,50%,25%,5%,70%,1,"Eddy, T. D., Lam, V. W., Reygondeau, G., Cisneros-Montemayor, A. M., Greer, K., Palomares, M. L. D., ... & Cheung, W. W. (2021). Global decline in capacity of coral reefs to provide ecosystem services. One Earth, 4(9), 1278-1285.",Climate change fundamentals
IIASA,Which gas has a global warming potential approximately 28 times greater than CO? over 100 years?,Nitrous oxide (N?O),Methane (CH?),Sulfur hexafluoride (SF?),Water vapor (H?O),2,https://climate.mit.edu/ask-mit/why-do-we-compare-methane-carbon-dioxide-over-100-year-timeframe-are-we-underrating,Climate change fundamentals
IIASA,What role do aerosols play in climate change?,They always warm the atmosphere,They have no significant effect on climate,They can both cool and warm the atmosphere depending on their properties,They deplete the ozone layer,3,https://science.nasa.gov/science-research/earth-science/climate-science/aerosols-small-particles-with-big-climate-effects/,Climate change fundamentals
IIASA,What is ocean thermal expansion?,"The expansion of ocean water as it warms, contributing to sea-level rise",The spreading of oceans due to tectonic plate movement,The increase in ocean salinity due to evaporation,The decrease in ocean volume due to cooling temperatures,1,"https://sealevel.nasa.gov/understanding-sea-level/global-sea-level/thermal-expansion/#:~:text=The%20warming%20of%20Earth%20is,increase%20in%20global%20sea%20level.",Climate change fundamentals
IIASA,What is black carbon and how does it affect climate?,A greenhouse gas that traps heat,Fine particles from incomplete combustion that absorb sunlight and warm the atmosphere,A type of fossil fuel that releases CO? when burned,A cooling agent that reflects sunlight back into space,2,"https://www.ccacoalition.org/short-lived-climate-pollutants/black-carbon#:~:text=Black%20carbon%2C%20commonly%20known%20as,monoxide%2C%20and%20volatile%20organic%20compounds.",Climate change fundamentals
IIASA,How can soils help mitigate climate change?,By releasing stored carbon into the atmosphere,By acting as carbon sinks through carbon sequestration,By increasing albedo,By reducing methane emissions,2,"https://www.ifpenergiesnouvelles.com/issues-and-foresight/decoding-keys/climate-environment-and-circular-economy/soils-carbon-sinks-and-climate-players#:~:text=Soils%20store%20carbon%20in%20the,in%20climate%20change%20mitigation%20strategies.",Climate change fundamentals
IIASA,What is the potential impact of climate change on fisheries?,Improved fish stocks due to warmer waters,No significant impact,Disruption of marine ecosystems leading to declines in fish populations,Reduced ocean acidity benefiting shellfish,3,"https://www.msc.org/what-we-are-doing/oceans-at-risk/climate-change-and-fishing#:~:text=These%20changes%20are%20impacting%20marine,altering%20the%20structure%20of%20ecosystems.",Climate change fundamentals
IIASA,How can volcanic eruptions influence climate?,By releasing greenhouse gases that warm the atmosphere,By increasing Earth's albedo permanently,By destroying ozone and causing warming,By emitting aerosols that reflect sunlight and cause temporary cooling,4,https://science.nasa.gov/science-research/earth-science/climate-science/aerosols-small-particles-with-big-climate-effects/,Climate change fundamentals
IIASA,What is the difference between climate and weather?,There is no difference; they are the same,Climate is about precipitation; weather is about temperature,Weather refers to short-term atmospheric conditions; climate is the average over long periods,Weather is global; climate is local,3,"https://www.usgs.gov/faqs/what-difference-between-weather-and-climate-change#:~:text=Weather%20refers%20to%20short%20term,refers%20to%20long%2Dterm%20changes.",Climate change fundamentals
IIASA,How does cloud cover influence climate change?,Clouds can both warm and cool the Earth depending on their type and altitude,Clouds always cool the Earth by reflecting sunlight,Clouds always warm the Earth by trapping heat,Clouds have no effect on Earth's climate,1,"https://climatekids.nasa.gov/cloud-climate/#:~:text=Clouds%20within%20a%20mile%20or,Earth%20more%20than%20they%20cool.",Climate change fundamentals
IIASA,What is ocean deoxygenation?,The process of oxygen being absorbed into ocean water,The increase of oxygen levels due to photosynthesis,The removal of CO? from ocean waters,The loss of oxygen in ocean waters due to increased temperatures and stratification,4,"https://marine.copernicus.eu/explainers/phenomena-threats/deoxygenation#:~:text=Oxygen%20loss%20is%20mainly%20due,leading%20to%20reduced%20oxygen%20levels.",Climate change fundamentals
IIASA,What is the concept of a carbon budget?,The limit of carbon emissions a country is allowed per year,The total amount of CO? that can be emitted while keeping global temperature rise within a certain limit,The financial cost of carbon capture technologies,The amount of carbon stored in forests,2,https://www.ipcc.ch/report/ar6/wg1/downloads/faqs/IPCC_AR6_WGI_FAQ_Chapter_05.pdf,Climate change fundamentals
IIASA,What does the concept of net zero emissions entail?,Completely eliminating all greenhouse gas emissions,Allowing emissions to continue increasing,Balancing emitted greenhouse gases with removal or offsetting efforts to achieve zero net emissions,Ignoring emissions from certain sectors,3,"https://netzeroclimate.org/what-is-net-zero-2/#:~:text=Net%20zero%20refers%20to%20a,the%20need%20for%20net%20zero.",Climate change fundamentals
IIASA,What is the main difference between adaptation and mitigation in climate change strategies?,Mitigation addresses the causes; adaptation addresses the effects,Adaptation addresses the causes; mitigation addresses the effects,Both terms mean the same thing,Adaptation is for developed countries; mitigation is for developing countries,1,https://www.uncclearn.org/wp-content/uploads/library/mpdf.pdf,Climate change fundamentals
IIASA,What is the impact of deforestation in the Amazon on climate change?,It has no significant impact,"It contributes to increased CO? levels and loss of biodiversity, exacerbating climate change",It helps reduce global temperatures,"It increases Earth's albedo, cooling the planet",2,"Flores, B. M., Montoya, E., Sakschewski, B., Nascimento, N., Staal, A., Betts, R. A., ... & Hirota, M. (2024). Critical transitions in the Amazon forest system. Nature, 626(7999), 555-564.",Climate change fundamentals
IIASA,What are climate refugees?,People who deny the existence of climate change,Animals that migrate due to seasonal changes,People forced to leave their homes due to impacts of climate change,Tourists visiting regions affected by climate change,3,https://education.nationalgeographic.org/resource/environmental-refugee/,Climate change fundamentals
IIASA,What are feed-in tariffs?,Penalties for companies exceeding emissions limits,Payments to individuals or companies for generating renewable energy and feeding it into the grid,Taxes on fossil fuel consumption,Subsidies for agricultural feed,2,"Couture, T. D., Cory, K., Kreycik, C., & Williams, E. (2010). Policymaker's guide to feed-in tariff policy design (No. NREL/TP-6A2-44849). National Renewable Energy Lab.(NREL), Golden, CO (United States).",Climate change fundamentals
IIASA,How can mangroves help in climate change mitigation and adaptation?,"By acting as carbon sinks, protecting coastlines from storms and erosion, and providing habitats",By emitting methane into the atmosphere,By increasing sea-level rise,By reducing biodiversity,1,"Choudhary, B., Dhar, V., & Pawase, A. S. (2024). Blue carbon and the role of mangroves in carbon sequestration: Its mechanisms, estimation, human impacts and conservation strategies for economic incentives. Journal of Sea Research, 199, 102504.",Climate change fundamentals
IIASA,What is the significance of the per capita carbon footprint?,It measures a country's total emissions,It has no relevance to climate policies,It reflects the average individual's contribution to greenhouse gas emissions,It is used to compare emissions between industries,3,"https://scied.ucar.edu/learning-zone/climate-solutions/carbon-footprint#:~:text=A%20carbon%20footprint%20is%20the,due%20to%20your%20individual%20activities.",Climate change fundamentals
IIASA,How can individuals reduce their carbon footprint?,By consuming more meat,"By using energy-efficient appliances, reducing waste, and choosing sustainable transportation",By increasing air travel,By ignoring energy conservation,2,https://explore.panda.org/climate/how-to-reduce-your-carbon-footprint,Climate change fundamentals
IIASA,What are climate tipping points?,Points in time when climate change reverses itself,Predictable changes in climate patterns,Points when emissions stop affecting the climate,Critical thresholds where small changes can lead to significant and irreversible impacts,4,"https://www.esa.int/Applications/Observing_the_Earth/Space_for_our_climate/Understanding_climate_tipping_points#:~:text=According%20to%20the%20Intergovernmental%20Panel,that%20the%20change%20is%20irreversible.",Climate change fundamentals
IIASA,Approximately what percentage of the global population is vulnerable to the impacts of climate change due to where they live?,40%,10%,60%,80%,1,https://www.who.int/news-room/fact-sheets/detail/climate-change-and-health,Climate change fundamentals
IIASA,By how much have global average sea levels risen since the late 19th century?,About 5 centimeters,About 1 meter,About 20 centimeters,About 5 meters,3,"https://www.climate.gov/news-features/understanding-climate/climate-change-global-sea-level#:~:text=Global%20average%20sea%20level%20has,3.99%20inches)%20above%201993%20levels.",Climate change fundamentals
IIASA,What is the expected increase in global mean surface temperature by the end of the 21st century under a high-emission scenario (RCP8.5)?,0.5°C,4.3°C,10°C,15°C,2,https://www.ipcc.ch/site/assets/uploads/2018/02/WG1AR5_Chapter12_FINAL.pdf,Climate change fundamentals
IIASA,Approximately how much of the global population lives within 100 kilometers of a coastline?,10%,40%,75%,20%,2,https://www.unep.org/topics/ocean-seas-and-coasts/regional-seas-programme/coastal-zone-management,Climate change fundamentals
IIASA,"What is the concept of ""loss and damage"" in climate change discussions?",The financial losses from economic recessions,The costs of renewable energy technologies,The decrease in biodiversity due to natural cycles,The impacts of climate change that cannot be avoided through mitigation or adaptation,4,"https://www.unep.org/topics/climate-action/loss-and-damage/about-loss-and-damage#:~:text=While%20mitigation%20addresses%20the%20causes,impacts%20of%20the%20climate%20crisis.",Climate change fundamentals
IIASA,Which international fund was established to assist developing countries in climate adaptation and mitigation?,The World Bank,The International Monetary Fund,The Green Climate Fund,The Fossil Fuel Subsidy Fund,3,"https://www.greenclimate.fund/about#:~:text=The%20Green%20Climate%20Fund%20(GCF,emissions%2C%20climate%2Dresilient%20pathways.",Climate change fundamentals
IIASA,What is the estimated number of people who could be displaced by climate change by 2050 according to the World Bank?,216 million,16 million,550 million,1 million,1,https://openknowledge.worldbank.org/entities/publication/2c9150df-52c3-58ed-9075-d78ea56c3267,Climate change fundamentals
IIASA,"What percentage of global greenhouse gas emissions is attributed to land use change, principally, deforestation?",12%-20%,25%,5%-7%,40%,1,https://climatefundsupdate.org/wp-content/uploads/2020/03/CFF5-2019-ENG-DIGITAL.pdf,Climate change fundamentals
IIASA,Which sector is the largest consumer of global freshwater resources?,Industrial,Domestic households,Energy production,Agricultural,4,"https://www.unesco.org/reports/wwdr/en/2024/s#:~:text=Worldwide%2C%20agriculture%20accounts%20for%20roughly,freshwater%20withdrawn%20for%20domestic%20purposes.",Climate change fundamentals
IIASA,Which region has warmed nearly four times faster than the globe since 1979?,Equatorial regions,Mid-latitude oceans,The Arctic,The Antarctic,3,"Rantanen, M., Karpechko, A. Y., Lipponen, A., Nordling, K., Hyvärinen, O., Ruosteenoja, K., ... & Laaksonen, A. (2022). The Arctic has warmed nearly four times faster than the globe since 1979. Communications earth & environment, 3(1), 168.",Climate change fundamentals
IIASA,What is the largest source of carbon dioxide emissions?,Volcanic eruptions,Burning fossil fuels,Deforestation,Wildfires,2,"https://www.epa.gov/ghgemissions/global-greenhouse-gas-overview#:~:text=Electricity%20and%20Heat%20Production%20(34,of%20global%20greenhouse%20gas%20emissions.",Climate change fundamentals
IIASA,What does climate resilience refer to?,The ability of the climate to remain unchanged despite external forces,The capacity of systems to cope with climate hazards,The rate at which greenhouse gases are removed from the atmosphere,The effectiveness of climate policies,2,"https://www.epa.gov/climate-change-land-and-emergency-management/resiliency-and-adaptive-capacity#:~:text=Climate%20resilience%20and%20adaptive%20capacity,of%20opportunities%2C%20or%20coping%20with",Climate change fundamentals
IIASA,What are negative emissions?,The removal of greenhouse gases from the atmosphere,Emissions that have no impact on the climate,The reduction of greenhouse gas emissions,Emissions from renewable energy sources,1,https://www.consilium.europa.eu/en/policies/carbon-removals/,Climate change fundamentals
IIASA,What is ecological footprint?,The number of species in a habitat,The carbon emissions of a country,The impact of human activities on global warming,The total area of ecosystems required to support a population,4,"https://www.sciencedirect.com/topics/earth-and-planetary-sciences/ecological-footprint#:~:text=Thus%2C%20the%20ecological%20footprint%20of,land%2Fwater%20may%20be%20located.",Climate change fundamentals
IIASA,What is greenwashing?,Genuine effort to become environmentally friendly,Process of cleaning up polluted areas,Misleading consumers about environmental practices or benefits,Government policies prioritizing environment,3,"https://www.un.org/en/climatechange/science/climate-issues/greenwashing#:~:text=By%20misleading%20the%20public%20to,some%20more%20obvious%20than%20others.",Climate change fundamentals
IIASA,What is green finance?,Funding supporting sustainable environmental outcomes,Investments prioritizing fossil fuels,Printing money on recycled paper,Tax imposed on eco-friendly products,1,"Shi, Y., Zhu, Q., & Khan, M. A. (2024). The efficacy of green finance for environmental sustainability: Does control of corruption makes a difference?. Borsa Istanbul Review.",Climate change fundamentals
IIASA,Which of the following is a proxy indicator used to study past climate?,Ice core samples,Satellite imagery,Thermometers,Barometers,1,"https://www.ncei.noaa.gov/news/what-are-proxy-data#:~:text=Scientists%20drill%20through%20the%20deep,past%20climate%20of%20an%20area.",Climate change fundamentals
IIASA,Which of the following energy sources is considered carbon-neutral?,Coal,Natural gas,Nuclear energy,Biomass energy,4,"https://www.eia.gov/energyexplained/biomass/biomass-and-the-environment.php#:~:text=Biofuels%20may%20be%20considered%20carbon,from%20producing%20or%20burning%20biofuels.",Climate change fundamentals
IIASA,Which of the following is an example of climate change adaptation in coastal areas?,Building seawalls to prevent flooding,Increasing fossil fuel use,Deforesting mangroves,Ignoring rising sea levels,1,"Kisacik, D., Tarakcioglu, G. O., & Cappietti, L. (2022). Adaptation measures for seawalls to withstand sea-level rise. Ocean Engineering, 250, 110958.",Climate change fundamentals
IIASA,What is climate literacy?,Understanding weather forecasts,Knowledge of your influence on climate and climate's influence on you and society,Denial of climate change science,Ability to read scientific journals,2,https://www.climate.gov/teaching/what-is-climate-science-literacy,Climate change fundamentals
IIASA,"As of 2023, approximately what percentage of global CO? emissions is contributed by the transportation sector?",16%,40%,30%,5%,1,https://www.statista.com/topics/7476/transportation-emissions-worldwide/#statisticChapter,Climate change fundamentals
IIASA,"As of 2022, which of the following countries has the highest per capita CO? emissions",USA,China,Qatar,United Arab Emirates,3,"https://www.statista.com/statistics/270508/co2-emissions-per-capita-by-country/#:~:text=Global%20carbon%20dioxide%20emissions%20per%20capita%202022%2C%20by%20country&text=Qatar%20has%20the%20highest%20per,37.6%20metric%20tons%20per%20person.",Climate change fundamentals
IIASA,What is the estimated total mass of plastic waste in the oceans?,50 million tones,400 million tones,15 million tones,170 million tones,4,"Eriksen, M., Cowger, W., Erdle, L. M., Coffin, S., Villarrubia-Gómez, P., Moore, C. J., ... & Wilcox, C. (2023). A growing plastic smog, now estimated to be over 170 trillion plastic particles afloat in the world’s oceans—Urgent solutions required. Plos one, 18(3), e0281596.",Climate change fundamentals
IIASA,What percentage of global greenhouse gas emissions is contributed by the aviation industry?,30%,2.5%,10%,12.5%,2,"https://ourworldindata.org/global-aviation-emissions#:~:text=Flying%20is%20one%20of%20the,of%20the%20world's%20carbon%20emissions.",Climate change fundamentals
IIASA,How much CO? does an average tree absorb per year?,3 kg,23 kg,10 kg,50 kg,2,"Toochi, E. C. (2018). Carbon sequestration: How much can forestry sequester CO2. Forestry Research and Engineering: International Journal, 2(3), 148-150.",Climate change fundamentals
IIASA,Approximately how much of the Earth's land surface is covered by forests?,30%,10%,20%,50%,1,https://ourworldindata.org/forest-area,Climate change fundamentals
IIASA,"As of 2023, how many countries had announced or are considering net zero targets?",100,55,145,180,3,"https://climateactiontracker.org/global/cat-net-zero-target-evaluations/#:~:text=As%20of%20November%202023%2C%20around,global%20emissions%20(Figure%201).",Climate change fundamentals
IIASA,"As of 2023, how many electric cars are on the world's roads?",10 million,100 million,25 million,40 million,4,"https://ourworldindata.org/electric-car-sales#:~:text=The%20total%20number%20of%20electric,figure%20was%20just%2026%20million.",Climate change fundamentals
IIASA,What is maladaptation in the context of climate change?,Successful adaptation strategies.,Adaptation measures that increase vulnerability to climate change.,Ignoring adaptation needs.,Adaptation that is too costly.,2,"Schipper, E. L. F. (2020). Maladaptation: when adaptation to climate change goes very wrong. One Earth, 3(4), 409-414.",Climate change fundamentals
IIASA,What is managed retreat in adaptation strategies?,Building higher sea walls.,Reinforcing existing infrastructure.,Abandoning vulnerable  areas and relocating communities.,Ignoring sea-level rise.,3,"Ajibade, I., Sullivan, M., Lower, C., Yarina, L., & Reilly, A. (2022). Are managed retreat programs successful and just? A global mapping of success typologies, justice dimensions, and trade-offs. Global Environmental Change, 76, 102576.",Climate change fundamentals
ATC,This is a Generic question 1,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 2,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 3,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 4,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 5,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 6,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 7,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 8,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 9,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 10,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 11,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 12,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 13,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 14,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 15,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 16,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 17,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 18,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 19,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 20,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 21,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 22,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 23,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 24,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 25,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 26,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 27,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 28,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 29,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 30,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 31,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 32,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 33,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 34,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
ATC,This is a Generic question 35,Answer 1,Answer 2,Answer 3,Answer 4,2,This is a test reference,Climate change disinformation
